school_year,division,school,subgroup,n_students,percent,school_level,school_short
2022-2023,ACPS,Crozet Elementary,Homeless,0,0,Elementary,Crozet
2022-2023,ACPS,Crozet Elementary,Military Connected,7,26.9,Elementary,Crozet
2022-2023,ACPS,Crozet Elementary,Foster Care,0,0,Elementary,Crozet
2022-2023,ACPS,Hollymead Elementary,All Students,50,14.7,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,Asian,5,7.9,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,Black,6,30,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,Hispanic,2,9.5,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,White,33,16.1,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,Multiple Races,4,12.9,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,Students with Disabilities,12,22.2,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,Economically Disadvantaged,15,25.9,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,English Learners,5,19.2,Elementary,Hollymead
2022-2023,ACPS,Hollymead Elementary,Military Connected,6,16.7,Elementary,Hollymead
2022-2023,ACPS,Jackson P. Burley Middle,All Students,65,11.1,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Asian,0,0,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Black,16,14.3,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Hispanic,20,13.2,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Native Hawaiian,0,0,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,White,24,9.9,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Multiple Races,5,10,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Students with Disabilities,9,10.8,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Economically Disadvantaged,48,17,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,English Learners,11,9.6,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Homeless,0,0,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Military Connected,0,0,Middle,Burley
2022-2023,ACPS,Jackson P. Burley Middle,Foster Care,0,0,Middle,Burley
2022-2023,ACPS,Joseph T. Henley Middle,All Students,111,13.9,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Asian,2,7.1,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Black,3,17.6,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Hispanic,12,23.1,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,White,86,13,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Multiple Races,8,18.6,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Students with Disabilities,20,19.4,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Economically Disadvantaged,35,30.7,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,English Learners,2,10.5,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Military Connected,3,11.1,Middle,Henley
2022-2023,ACPS,Joseph T. Henley Middle,Foster Care,0,0,Middle,Henley
2022-2023,ACPS,Journey Middle,All Students,141,22.3,Middle,Journey
2022-2023,ACPS,Journey Middle,American Indian,0,0,Middle,Journey
2022-2023,ACPS,Journey Middle,Asian,5,14.7,Middle,Journey
2022-2023,ACPS,Journey Middle,Black,38,26.6,Middle,Journey
2022-2023,ACPS,Journey Middle,Hispanic,44,25.1,Middle,Journey
2022-2023,ACPS,Journey Middle,White,39,17.3,Middle,Journey
2022-2023,ACPS,Journey Middle,Multiple Races,14,26.4,Middle,Journey
2022-2023,ACPS,Journey Middle,Students with Disabilities,26,28.3,Middle,Journey
2022-2023,ACPS,Journey Middle,Economically Disadvantaged,93,26.1,Middle,Journey
2022-2023,ACPS,Journey Middle,English Learners,49,29.9,Middle,Journey
2022-2023,ACPS,Journey Middle,Homeless,10,66.7,Middle,Journey
2022-2023,ACPS,Journey Middle,Military Connected,0,0,Middle,Journey
2022-2023,ACPS,Journey Middle,Foster Care,0,0,Middle,Journey
2022-2023,ACPS,Lakeside Middle,All Students,62,12.1,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Asian,2,3.4,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Black,9,23.1,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Hispanic,11,17.2,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,White,35,11.2,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Multiple Races,5,13.2,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Students with Disabilities,11,18,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Economically Disadvantaged,34,25.2,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,English Learners,9,17,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Homeless,0,0,Middle,Lakeside
2022-2023,ACPS,Lakeside Middle,Military Connected,3,11.5,Middle,Lakeside
2022-2023,ACPS,Leslie H. Walton Middle,All Students,72,21.2,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Asian,0,0,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Black,2,7.1,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Hispanic,11,28.9,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Native Hawaiian,0,0,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,White,52,21,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Multiple Races,3,16.7,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Students with Disabilities,18,28.1,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Economically Disadvantaged,47,35.6,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,English Learners,7,31.8,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Military Connected,0,0,Middle,Walton
2022-2023,ACPS,Leslie H. Walton Middle,Foster Care,0,0,Middle,Walton
2022-2023,ACPS,Mary Carr Greer Elementary,All Students,131,28.2,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,American Indian,0,0,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Asian,5,16.7,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Black,33,27.3,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Hispanic,56,34.8,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,White,21,18.8,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Multiple Races,16,40,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Students with Disabilities,29,35.8,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Economically Disadvantaged,103,39.8,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,English Learners,60,34.3,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Homeless,9,75,Elementary,Greer
2022-2023,ACPS,Mary Carr Greer Elementary,Military Connected,0,0,Elementary,Greer
2022-2023,ACPS,Meriwether Lewis Elementary,All Students,40,11.8,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Asian,0,0,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Black,0,0,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Hispanic,3,14.3,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,White,32,10.8,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Multiple Races,3,27.3,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Students with Disabilities,7,19.4,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Economically Disadvantaged,11,40.7,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,English Learners,0,0,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Military Connected,0,0,Elementary,Meriwether Lewis
2022-2023,ACPS,Meriwether Lewis Elementary,Foster Care,0,0,Elementary,Meriwether Lewis
2022-2023,ACPS,Monticello High,All Students,265,21.7,High,MHS
2022-2023,ACPS,Monticello High,American Indian,0,0,High,MHS
2022-2023,ACPS,Monticello High,Asian,3,7.3,High,MHS
2022-2023,ACPS,Monticello High,Black,45,30.6,High,MHS
2022-2023,ACPS,Monticello High,Hispanic,47,22.3,High,MHS
2022-2023,ACPS,Monticello High,Native Hawaiian,0,0,High,MHS
2022-2023,ACPS,Monticello High,White,143,19.5,High,MHS
2022-2023,ACPS,Monticello High,Multiple Races,26,31.3,High,MHS
2022-2023,ACPS,Monticello High,Students with Disabilities,41,23.4,High,MHS
2022-2023,ACPS,Monticello High,Economically Disadvantaged,163,35.2,High,MHS
2022-2023,ACPS,Monticello High,English Learners,13,14.1,High,MHS
2022-2023,ACPS,Monticello High,Homeless,0,0,High,MHS
2022-2023,ACPS,Monticello High,Military Connected,2,11.8,High,MHS
2022-2023,ACPS,Monticello High,Foster Care,0,0,High,MHS
2022-2023,ACPS,Mountain View Elementary,All Students,147,20.7,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,American Indian,0,0,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Asian,10,37,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Black,30,25,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Hispanic,58,30.9,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Native Hawaiian,0,0,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,White,38,12.1,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Multiple Races,10,16.9,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Students with Disabilities,38,39.2,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Economically Disadvantaged,107,32.4,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,English Learners,47,34.1,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Homeless,0,0,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Military Connected,0,0,Elementary,Mountain View
2022-2023,ACPS,Mountain View Elementary,Foster Care,0,0,Elementary,Mountain View
2022-2023,ACPS,Red Hill Elementary,All Students,40,22,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Asian,0,0,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Black,0,0,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Hispanic,12,48,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,White,20,15.2,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Multiple Races,7,41.2,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Students with Disabilities,11,25,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Economically Disadvantaged,24,28.2,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,English Learners,2,18.2,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Military Connected,0,0,Elementary,Red Hill
2022-2023,ACPS,Red Hill Elementary,Foster Care,0,0,Elementary,Red Hill
2022-2023,ACPS,Scottsville Elementary,All Students,35,16.6,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Black,0,0,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Hispanic,2,11.8,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,White,30,19.2,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Multiple Races,3,18.8,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Students with Disabilities,8,30.8,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Economically Disadvantaged,25,26,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,English Learners,0,0,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Homeless,0,0,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Military Connected,0,0,Elementary,Scottsville
2022-2023,ACPS,Scottsville Elementary,Foster Care,0,0,Elementary,Scottsville
2022-2023,ACPS,Stone Robinson Elementary,All Students,69,15.7,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Asian,4,16,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Black,8,18.6,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Hispanic,11,23.9,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,White,40,14,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Multiple Races,6,15,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Students with Disabilities,15,23.8,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Economically Disadvantaged,36,25.2,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,English Learners,3,10.7,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Homeless,0,0,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Military Connected,0,0,Elementary,Stone Robinson
2022-2023,ACPS,Stone Robinson Elementary,Foster Care,0,0,Elementary,Stone Robinson
2022-2023,ACPS,Stony Point Elementary,All Students,30,17,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,Asian,0,0,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,Black,9,39.1,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,Hispanic,1,6.3,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,White,17,14.3,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,Multiple Races,2,16.7,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,Students with Disabilities,9,47.4,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,Economically Disadvantaged,11,25.6,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,English Learners,0,0,Elementary,Stony Point
2022-2023,ACPS,Stony Point Elementary,Military Connected,0,0,Elementary,Stony Point
2022-2023,ACPS,Virginia L. Murray Elementary,All Students,32,11.4,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,American Indian,0,0,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Asian,2,7.1,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Black,3,27.3,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Hispanic,2,12.5,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Native Hawaiian,0,0,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,White,21,10.3,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Multiple Races,4,21.1,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Students with Disabilities,7,29.2,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Economically Disadvantaged,8,29.6,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,English Learners,1,7.7,Elementary,Va Murray
2022-2023,ACPS,Virginia L. Murray Elementary,Military Connected,0,0,Elementary,Va Murray
2022-2023,ACPS,Western Albemarle High,All Students,127,11.1,High,WAHS
2022-2023,ACPS,Western Albemarle High,American Indian,0,0,High,WAHS
2022-2023,ACPS,Western Albemarle High,Asian,3,6.5,High,WAHS
2022-2023,ACPS,Western Albemarle High,Black,3,20,High,WAHS
2022-2023,ACPS,Western Albemarle High,Hispanic,16,21.6,High,WAHS
2022-2023,ACPS,Western Albemarle High,White,97,10.1,High,WAHS
2022-2023,ACPS,Western Albemarle High,Multiple Races,7,17.1,High,WAHS
2022-2023,ACPS,Western Albemarle High,Students with Disabilities,38,29.2,High,WAHS
2022-2023,ACPS,Western Albemarle High,Economically Disadvantaged,50,33.1,High,WAHS
2022-2023,ACPS,Western Albemarle High,English Learners,3,25,High,WAHS
2022-2023,ACPS,Western Albemarle High,Homeless,0,0,High,WAHS
2022-2023,ACPS,Western Albemarle High,Military Connected,4,13.3,High,WAHS
2022-2023,ACPS,Western Albemarle High,Foster Care,0,0,High,WAHS
2022-2023,ACPS,Woodbrook Elementary,All Students,161,29.4,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Asian,10,21.7,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Black,72,37.1,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Hispanic,46,34.3,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,White,13,10.4,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Multiple Races,20,40.8,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Students with Disabilities,20,34.5,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Economically Disadvantaged,109,34.1,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,English Learners,50,34.7,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Homeless,9,45,Elementary,Woodbrook
2022-2023,ACPS,Woodbrook Elementary,Military Connected,2,16.7,Elementary,Woodbrook
2022-2023,CCS,Buford Middle,All Students,208,35.9,Middle,Buford
2022-2023,CCS,Buford Middle,Asian,5,14.7,Middle,Buford
2022-2023,CCS,Buford Middle,Black,95,52.8,Middle,Buford
2022-2023,CCS,Buford Middle,Hispanic,28,34.1,Middle,Buford
2022-2023,CCS,Buford Middle,White,55,25.9,Middle,Buford
2022-2023,CCS,Buford Middle,Multiple Races,25,35.2,Middle,Buford
2022-2023,CCS,Buford Middle,Students with Disabilities,32,40,Middle,Buford
2022-2023,CCS,Buford Middle,Economically Disadvantaged,163,45.5,Middle,Buford
2022-2023,CCS,Buford Middle,English Learners,47,34.3,Middle,Buford
2022-2023,CCS,Buford Middle,Homeless,0,0,Middle,Buford
2022-2023,CCS,Buford Middle,Military Connected,0,0,Middle,Buford
2022-2023,CCS,Buford Middle,Foster Care,0,0,Middle,Buford
2022-2023,CCS,Burnley-Moran Elementary,All Students,32,12.2,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,Asian,0,0,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,Black,10,23.3,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,Hispanic,3,14.3,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,White,15,9.4,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,Multiple Races,4,12.5,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,Students with Disabilities,3,12.5,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,Economically Disadvantaged,21,20.6,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,English Learners,3,10,Elementary,Burnley-Moran
2022-2023,CCS,Burnley-Moran Elementary,Homeless,0,0,Elementary,Burnley-Moran
2022-2023,CCS,Charlottesville High,All Students,248,18.7,High,CHS
2022-2023,CCS,Charlottesville High,American Indian,0,0,High,CHS
2022-2023,CCS,Charlottesville High,Asian,5,8.2,High,CHS
2022-2023,CCS,Charlottesville High,Black,101,26,High,CHS
2022-2023,CCS,Charlottesville High,Hispanic,54,27.7,High,CHS
2022-2023,CCS,Charlottesville High,Native Hawaiian,0,0,High,CHS
2022-2023,CCS,Charlottesville High,White,57,10.4,High,CHS
2022-2023,CCS,Charlottesville High,Multiple Races,31,23,High,CHS
2022-2023,CCS,Charlottesville High,Students with Disabilities,37,20.3,High,CHS
2022-2023,CCS,Charlottesville High,Economically Disadvantaged,183,27.5,High,CHS
2022-2023,CCS,Charlottesville High,English Learners,57,25.6,High,CHS
2022-2023,CCS,Charlottesville High,Homeless,11,31.4,High,CHS
2022-2023,CCS,Charlottesville High,Military Connected,0,0,High,CHS
2022-2023,CCS,Charlottesville High,Foster Care,0,0,High,CHS
2022-2023,CCS,Clark Elementary,All Students,84,30.2,Elementary,Clark
2022-2023,CCS,Clark Elementary,Asian,5,25,Elementary,Clark
2022-2023,CCS,Clark Elementary,Black,29,37.2,Elementary,Clark
2022-2023,CCS,Clark Elementary,Hispanic,11,24.4,Elementary,Clark
2022-2023,CCS,Clark Elementary,White,26,32.1,Elementary,Clark
2022-2023,CCS,Clark Elementary,Multiple Races,13,24.1,Elementary,Clark
2022-2023,CCS,Clark Elementary,Students with Disabilities,13,46.4,Elementary,Clark
2022-2023,CCS,Clark Elementary,Economically Disadvantaged,72,35.5,Elementary,Clark
2022-2023,CCS,Clark Elementary,English Learners,22,31,Elementary,Clark
2022-2023,CCS,Clark Elementary,Homeless,0,0,Elementary,Clark
2022-2023,CCS,Clark Elementary,Foster Care,0,0,Elementary,Clark
2022-2023,CCS,Greenbrier Elementary,All Students,26,9.4,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Asian,2,10.5,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Black,5,12.5,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Hispanic,8,21.1,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,White,6,4.2,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Multiple Races,5,14.3,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Students with Disabilities,1,3.8,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Economically Disadvantaged,22,19.8,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,English Learners,13,21.3,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Homeless,0,0,Elementary,Greenbrier
2022-2023,CCS,Greenbrier Elementary,Military Connected,0,0,Elementary,Greenbrier
2022-2023,CCS,Jackson-Via Elementary,All Students,51,16.9,Elementary,Jackson-Via
2022-2023,CCS,Jackson-Via Elementary,Asian,2,10.5,Elementary,Jackson-Via
