type,county_code,license_name,business_name,premise_street,premise_city,premise_zip_code,business_type
7,15,"Superior Home Inspection, Llc",Drammo Llc,1676 Newport Road,Raphine,24472,Business
1,163,"Rouse, Parke Shepherd Iii",No Business Name Provided,110 Hillview Ln,Raphine,24472,Residential
1,163,"Chittum, Paul W Jr",No Business Name Provided,826 Dutch Hollow Rd,Raphine,244720000,Residential
1,163,Hunter Ridge Llc,No Business Name Provided,125 Old Mill Ln,Rockbridge Baths,24473,Residential
1,15,Enlisted Auctions Inc,Enlisted Auctions,2177 Tinkling Springs Rd,Stuarts Draft,24477,Business
1,15,The Gun Shack Llc,The Gun Shack,1105 Laurel Hill Rd,Verona,24482,Business
7,15,Hawk Hill Custom Llc,No Business Name Provided,506 Laurel Hill Rd,Verona,24482,Residential
1,17,Rowdy Supply Llc,Mountain Grove General Store,4549 Mountain Valley Road,Warm Springs,24484,Business
1,17,"Ratcliffe, Matthew Scott",Rocky Ridge Firearms,1099 Robinson Lane,Warm Springs,24484,Business
1,680,Andrew Warden Inc,Lynchburg Arms And Indoor Shooting Range,2309 Mayflower Drive,Lynchburg,24501,Business
1,680,"Schubert, John Morton",Schuberts Gun Shop,245 Alleghany Ave,Lynchburg,24501,Business
2,680,"L Oppleman, Inc",King Pawn,2811 Campbell Avenue,Lynchburg,24501,Business
2,680,Hudson-Brandt Inc,The Pawnshop,17 Wadsworth Street,Lynchburg,24501,Business
7,680,Patriot Supply Llc,No Business Name Provided,610 Talbot St,Lynchburg,24501,Residential
7,680,"Cox, William",Wicked Weaponry Of Lynchburg/Wwl,2214 Duke St,Lynchburg,24501,Business
7,680,"Innovative Technologies International, Inc",Novatech,220 Jefferson Ridge Parkway,Lynchburg,24501,Business
1,680,W & W Novelty Co Inc,No Business Name Provided,2323 Lakeside Dr,Lynchburg,245010000,Residential
1,680,Petrey & Co Inc,Ace Hardware & Gun Store,2200 Lakeside Dr,Lynchburg,245010000,Business
2,19,Lynchburg Jewelry & Loan Inc,No Business Name Provided,98 Woodberry Ln,Lynchburg,24502,Residential
1,31,"Patterson, Lynn P Sr",Heritage Arms,197 Mary Ann Dr,Lynchburg,24502,Business
1,31,"Black Dog Sporting Goods, Llc",Black Dog Sporting Goods,"20436 Lynchburg Hwy, Ste D",Lynchburg,24502,Business
1,31,"Sportsman's Warehouse, Inc",Sportsman's Warehouse #271,4026-C Wards Road,Lynchburg,24502,Business
1,31,"Willow Bend Enterprises, Llc",Point Blank Gun Shop,7701 Timberlake Road #1145,Lynchburg,24502,Business
1,31,"Dunning, Christopher Stephen",Lil D's Gun Shop,474 Churchill Dr,Lynchburg,24502,Business
7,31,Indian Rock Tactical Llc,No Business Name Provided,20569 Timberlake Rd Unit D,Lynchburg,24502,Residential
7,31,Freedom Defense Group Llc,Fdg,415 Crowell Lane,Lynchburg,24502,Business
1,680,Wal-Mart Stores East Lp,Walmart #1350,3900 Wards Road,Lynchburg,24502,Business
2,680,Lynchburg Pawn Inc,Lynchburg Pawn Inc,6115 Fort Avenue,Lynchburg,24502,Business
7,680,"Comptons Customs, Llc",No Business Name Provided,245 Alleghany Ave Suite C,Lynchburg,24502,Residential
1,680,"Cunningham, Payton G",Cunningham Firearms,608 Old Graves Mill Rd,Lynchburg,245020000,Business
10,680,Knds Usa Inc,No Business Name Provided,30 Mill Race Dr,Lynchburg,245020000,Residential
11,680,Knds Usa Inc,No Business Name Provided,30 Millrace Dr,Lynchburg,245020000,Residential
7,19,The Chamberlain Group Ltd,Chamberlain Security And Arms,1113 Mountain Ridge Lane,Lynchburg,24503,Business
7,19,Precision Gunsmithing Llc,Precision Gunsmithing,1277 Woodcock Dr,Lynchburg,24503,Business
1,680,"Empty Chamber, Llc",No Business Name Provided,2212 Indian Hill Rd,Lynchburg,24503,Residential
1,31,Safety Instructor Group Llc,No Business Name Provided,330 Morton Creek Rd,Lynchburg,24504,Residential
1,680,Mcc Enterprises Llc,Mcc Enterprises,311 Rivermont Ave,Lynchburg,24504,Business
2,680,L Oppleman Inc,No Business Name Provided,909-911 Main Street,Lynchburg,24504,Residential
1,31,Anthony And George Ltd Inc,No Business Name Provided,1806 Elizabeth St,Altavista,24517,Residential
1,31,Black Crow Firearms Training Llc,No Business Name Provided,821 Main Street,Altavista,24517,Residential
1,31,Wal-Mart Stores East Lp,Walmart #3768,125 Clarion Rd,Altavista,24517,Business
2,31,W F Enterprises Llc,Sugar Daddys Pawn,2600 Dearing Ford Rd Suite-S,Altavista,24517,Business
2,31,"Riverside Pawn Co, Inc",No Business Name Provided,1000 Main St Suite F,Altavista,24517,Residential
2,31,"Pledge Financial Va, Llc",Vista Pawn,1000 Main St Suite F,Altavista,24517,Business
1,31,"Griffin, Charles Richard",Griffin Co,600 Staunton River Farm Rd,Altavista,245170000,Business
7,83,"Evock, Michael E",Rfh Tactical Mobility,1100 Ace Dr,Alton,24520,Business
1,83,"Mosier, John F Iii",Johns Gun Repair,1147 Paradise Road,Alton,245200000,Business
1,9,"Lloyd, Michael Lawrence",60 West Tactical Supply,952 Cherry Hill Road,Amherst,24521,Business
1,9,"Slaughter, James Devereaux",Orions Firearms,2487 Tye River Rd,Amherst,24521,Business
1,9,"Hope, Angela Kay",No Business Name Provided,286 Amethyst Ln,Amherst,24521,Residential
6,9,Brian's Bullets Llc,No Business Name Provided,492 Sweet Hills Drive,Amherst,24521,Residential
7,9,"Summers, Daniel Arthur Ii",Amelon Firearms,488 S Main St,Amherst,24521,Business
1,9,"Rowe, Jeffrey Kent",Rowe's Sporting Goods,1202 Richmond Highway,Amherst,245210000,Business
1,9,"Childress, Warren M",No Business Name Provided,183 Regal Oaks Way,Amherst,245213306,Residential
1,11,The Huffman Group Llc,G2 Auction Services,183 Old Courthouse Road,Appomattox,24522,Business
1,11,Wal-Mart Stores East Lp,Walmart #4636,505 Oakville Road,Appomattox,24522,Business
1,11,Oak Ridge Gun Works Llc,No Business Name Provided,1110 Oak Ridge Rd,Appomattox,24522,Residential
1,11,"Orange Arms, Llc",Orange Arms,341 Phelps Branch Rd,Appomattox,24522,Business
1,11,"Wesley, Eric Olando",Freedom Tactical,407 Crosstie Rd,Appomattox,24522,Business
1,11,"Black Target Firearms Training & Supply, Llc",Btfts,6999 Richmond Hwy,Appomattox,24522,Business
1,11,"Whitehead, James C Jr",Jays Shooting Supply,6768 Red House Rd,Appomattox,245220000,Business
1,19,"Karnes, Ray S & Robert C",Northside Supply,5316 Peaks Rd,Bedford,24523,Business
1,19,Collectible Firearms Consulting Llc,No Business Name Provided,4533 Big Island Hwy,Bedford,24523,Residential
1,19,"Johnson, Darryl R & Jessica R",Black Mule Customs,1919 Quaker Church Rd,Bedford,24523,Business
1,19,Holt Industries Inc,Holt Manufacturing Co,1209 Wells Rd Unit F,Bedford,24523,Business
1,19,"Roadside Sporting Goods, Llc",No Business Name Provided,2954 West Lynchburg Salem Tpke,Bedford,24523,Residential
1,19,"Nay, Robert Frederick",Macnab,1142 Meadowview Dr,Bedford,24523,Business
7,19,Wicked Tactical And Firearms Llc,No Business Name Provided,1051 Orange St,Bedford,24523,Residential
7,19,Echo 3 Ordnance Llc,Echo 3 Ordnance,414 Jackson St Unit #1,Bedford,24523,Business
7,19,Thomas Road Baptist Church,Thomas Road Outpost,7794 Sheep Creek Rd ,Bedford,24523,Business
8,19,"Nay, Robert Frederick",Macnab,1142 Meadowview Drive,Bedford,24523,Business
1,19,Wal-Mart Stores East Lp,Wal-Mart Supercenter #1399,1126 E Lynchburg Salem Trnp,Bedford,245230000,Business
1,19,"Martin, Danny Earl",Valley View Arms,1723 Valley View Dr,Bedford,245230000,Business
1,19,"Gardner, Thomas Cleveland Jr",Bedford Reloading Supply,1998 Wheatland Rd,Bedford,245230000,Business
2,19,"Blue Ridge Pawn, Llc",No Business Name Provided,5337 East Lynchburg Salem Tpke Ste D,Bedford,245230000,Residential
1,19,"Morehead, Donald Ray",Moreheads Gun Shop,17243 Big Island Hwy,Big Island,245260000,Business
7,143,S&P Precision Llc,No Business Name Provided,294 Chestnut Level Lane,Blairs,24527,Residential
1,31,"Hendricks, Howard Kyle Ii",Staunton River Shooters Supply,140 Charlotte St,Brookneal,24528,Business
1,31,"Mayer Auction Company, Llc",No Business Name Provided,118 Commerce Street,Brookneal,24528,Residential
1,31,"Short, Brenda Guthrie",Guthrie's Hardware,102 Main St,Brookneal,24528,Business
2,31,Staunton River Roe Llc,No Business Name Provided,103 Mattox St,Brookneal,24528,Residential
1,117,"Hudson, Wendell",Wendell's Guns,1694 Henrico Rd,Buffalo Junction,24529,Business
1,143,Country Side Grocery & Grill Llc,No Business Name Provided,10465 Callands Rd,Callands,24530,Residential
1,143,"Monson, Robert Alan",Monson Arms & Munitions,4247 Game Reserve Dr,Chatham,24531,Business
1,143,"Wydner, Fred P Iii",Rivertown Arms,1135 Payneton Road,Chatham,24531,Business
1,143,Old Guy Guns And Ammo Inc,Old Guy Guns And Ammo Inc,921 Lester Rd,Chatham,24531,Business
7,143,"Spencer, Nathan Wade",Nathan's Guns,1600 Slatesville Rd,Chatham,24531,Business
1,11,Onyx Coating Solutions Llc,No Business Name Provided,2668 Paradise Rd,Concord,24538,Residential
1,31,"Appalachian Tactical Oufitters, Llc",No Business Name Provided,7777 Village Hwy,Concord,24538,Residential
7,31,Wayne's Precision Llc,Wcpr,264 Benchrest Ln,Concord,24538,Business
1,143,"Mckinnis, Roy A",Ram,"2276 Franklin Turnpike, Suite 107",Danville,24540,Business
1,143,Dunham's Athleisure Corporation,Dunham's Sports #9221,"325 Piedmont Drive, Suite 2003",Danville,24540,Business
1,143,Dpc Pawn And Gun Shop Inc,Big Shots Guns,2615 Riverside Dr,Danville,24540,Business
6,143,"Hammock, William Ray",No Business Name Provided,1720 Hunting Hills Rd,Danville,24540,Residential
7,143,"Mckinnis, Roy A",Ram,2276 Franklin Turnpike Suite 107,Danville,24540,Business
7,143,Edf Inc,No Business Name Provided,205 Stoneridge Drive,Danville,24540,Residential
1,590,"Parcell, Thomas E",Shotgun Supply,927 Arnett Blvd,Danville,24540,Business
2,590,Candice & Dustin's Family Pawn Llc,No Business Name Provided,646 A Piney Forest Rd,Danville,24540,Residential
2,590,"Fcfs Va, Inc",Riverside Pawn,2384 Riverside Dr,Danville,24540,Business
2,590,"Fcfs Va, Inc",Riverside Pawn,1380 Piney Forest Rd,Danville,24540,Business
2,590,Famous Pawn Inc,First Cash Pawn,741 Piney Forest Rd,Danville,24540,Business
1,143,"River City Auction Co, Llc",No Business Name Provided,2179 South Boston Rd,Danville,24541,Residential
1,143,"Burs, Daniel Karl",Janice Lee Way,135 Janice Ct,Danville,24541,Business
1,143,S&B Collectables Inc,No Business Name Provided,830 Beauregard St,Danville,24541,Residential
2,143,Deluxe Pawn 2 Llc,No Business Name Provided,150 Westover Dr,Danville,24541,Residential
7,143,L&M Firearms Llc,No Business Name Provided,7608 Martinsville Hwy,Danville,24541,Residential
7,143,Gunz Rx Llc,No Business Name Provided,671 Woodlawn Drive,Danville,24541,Residential
1,590,Wal-Mart Stores East Lp,Walmart #1465,515 Mount Cross Road,Danville,24541,Business
1,590,Raymonds Guns And Supplies Inc,Raymonds Guns And Supplies,5660 Riverside Dr,Danville,24541,Business
1,143,Wilkinson Investments And Maintenance Llc,Tp Firearms,8716 Franklin Tpke,Dry Fork,24549,Business
1,31,"Tomlin, Lisa",Lisa Tomlin Engraving,570 Wyndholm Rd,Evington,24550,Business
1,31,Hickory Hill Arms Llc,Hickory Hill Arms,69 Gracie Ct,Evington,24550,Business
1,31,"Riley, Patrick Duane",Celtic Arms And Outdoors,3029 Johnson Creek Road,Evington,24550,Business
7,31,"United Armament, Llc",No Business Name Provided,69 Gracie Ct ,Evington,24550,Residential
1,19,"Murphy, James F Jr",No Business Name Provided,415 Otterview Road,Forest,24551,Residential
1,19,"Scott, Thomas Wayne",No Business Name Provided,14708 Forest Road,Forest,24551,Residential
1,19,Deadeye's Internet Guns & Smithing Llc,No Business Name Provided,93 Quail Ridge Dr,Forest,24551,Residential
1,19,"Pro's Choice Sporting Goods, Inc",Pro's Choice Sporting Goods,17952 Forest Road,Forest,24551,Business
7,19,"Banit, Walter Daniel",Wdb Builds,1880 Colby Drive,Forest,24551,Business
7,19,"Parabellum 2a, Llc",No Business Name Provided,1938 Matthew Talbot Road,Forest,24551,Residential
7,31,Blue Mountain Supply Llc,No Business Name Provided,77 Kirkley Cir,Forest,24551,Residential
1,9,"Bell, Jonathan R",Abc Sporting Goods,750 Stapleton Rd,Gladstone,24553,Business
1,11,Patriot Rebar Llc,Patriot Arms And Ammo,1025 Walnut Hill Rd,Gladstone,24553,Business
1,31,Crowell Engraving Inc,No Business Name Provided,4120 E Ferry Rd,Gladys,24554,Residential
1,31,"Fichtner, Dennis E Sr",Sportsmens Garage,359 Leonard Ln,Gladys,24554,Business
1,31,"Perdue, David L",David L Perdue Engraver,9380 Bear Creek Rd,Gladys,245540000,Business
7,163,Shafer Outdoors Llc,Nightfall Armament,100 Plateau Ln,Glasgow,24555,Business
1,163,"Faulkner, Robert Lee",Faulkner Ltd,126 Huntview Lane,Glasgow,245550000,Business
1,143,"Elliott, Fred William",Otter River Arms,2965 Piney Fork Road,Gretna,24557,Business
7,143,"Childress, Justin",Applied Coatings & Gunworks / Weatherford Arms,2776 Weatherford Dr,Gretna,24557,Business
7,143,Rifleman's Outfitter Llc,No Business Name Provided,30173 Us 29,Gretna,24557,Residential
1,83,"Ozmec, William A & Ozmec, Gordon J",G & B Specialties,2025 Salishan Dr,Halifax,24558,Business
1,83,"Hawks, Kenneth Allen",Guns N Stuff,105 S Main Street,Halifax,24558,Business
1,83,Abbott Farm Suppliers Inc,No Business Name Provided,445 S Main St,Halifax,24558,Residential
1,83,"Powell, Arnold Blane",Powell Guns & Ammo,1034 Talley Loop Trail,Halifax,245580000,Business
1,83,"Chandler, Jonathan Cameron",Fox Ridge Arms,1087 Bellevue Rd,Halifax,245582677,Business
1,3,;Igy6 Firearms Llc,No Business Name Provided,488 Fishpond Rd,Howardsville,24562,Residential
1,31,"Lewis, Dakota Carrington",No Business Name Provided,1740 Brighton Rd,Lynch Station,24571,Residential
1,9,Amherst Arms And Supply Llc,No Business Name Provided,4811 South Amherst Highway,Madison Heights,24572,Residential
1,9,"Poullath, Simon Aziz",Rkl Outdoors,309 Cofflin Lane,Madison Heights,24572,Business
1,9,Wal-Mart Stores East Lp,Walmart #2565,197 Madison Heights Sq,Madison Heights,24572,Business
1,9,"Saren, Jeremiah Jay",Little Johnny's Firearms,271 Todd Lane,Madison Heights,24572,Business
1,9,P&P Enterprises Of Va Inc,The Gun Shop,4650 S Amherst Hwy,Madison Heights,24572,Business
2,9,"Dynamite Pawn And Jewelry, Llc",No Business Name Provided,4848 S Amherst Hwy,Madison Heights,24572,Residential
1,9,"Cash, Daniel Franklin",No Business Name Provided,200 Mount Carmel Road,Monroe,24574,Residential
1,9,Gilberts Sand & Stone Llc,No Business Name Provided,3459 S Amherst Hwy,Monroe,24574,Residential
1,9,"Massie, Vernon R",Crawfords Store,1579 Father Judge Rd,Monroe,245742733,Business
1,83,Bruces Gun Shop Llc,Bruces Gun Shop,10189 L P Bailey Mem Hwy,Nathalie,24577,Business
1,143,Kurleys Guns & More Llc,Kurleys,251 Country Drive,Ringgold,24586,Business
1,143,Precision Tactics Llc,No Business Name Provided,640 Kentuck Church Road,Ringgold,24586,Residential
7,143,"Singleton, Walter E Jr",Smokey's Firearms,5225 Kentuck Rd Lot 18,Ringgold,24586,Business
1,143,"Barber, Randy Ray",Randys Gun Sales & Repair,790 Ferguson Road,Ringgold,245860000,Business
1,31,"Davidson, Jere Lee",No Business Name Provided,462 Clearview Cr,Rustburg,24588,Residential
1,31,Gravel Ridge Arms Llc,No Business Name Provided,5481 Bethany Rd,Rustburg,24588,Residential
7,31,Ivie's Arms Company Llc,No Business Name Provided,8459 Wards Road,Rustburg,24588,Residential
7,31,Precision First Gun Works Llc,Precision First Gun Works,134 Dana Dr,Rustburg,24588,Business
1,83,Elliotts Gun Shop Llc,No Business Name Provided,1140 John B Scott Trail,Scottsburg,24589,Residential
1,83,"Hackney, David Grayland",Hack's Guns & Ammo,8019 James D Hagood Hwy,Scottsburg,24589,Business
1,3,"James River Outdoor Provisions, Llc",James River Outdoor Provisions,358 Valley Street,Scottsville,24590,Business
7,3,"Sharps Rifle Company, Inc",No Business Name Provided,8532 Langhorne Rd,Scottsville,24590,Residential
1,29,"Fox, Randy E",Rock Island Gun Works,65 Rock Island Rd,Scottsville,24590,Business
1,83,Wal-Mart Stores East Lp,Wal-Mart Supercenter #1345,3471 Old Halifax Rd,South Boston,24592,Business
2,83,"Fcfs Va, Inc",Riverside Pawn,4003 Halifax Rd,South Boston,24592,Business
2,83,Dpc Pawn & Gun Shop Inc,Big Shots Guns,3130 - M Halifax Rd,South Boston,24592,Business
7,83,Lerave Jewelry Llc,No Business Name Provided,2209 Wilborn Ave,South Boston,24592,Residential
1,83,South Boston Hardware & Power Equipment Inc,True Value,307 Broad St,South Boston,245920000,Business
1,11,"H And T Sporting Goods, Llc",No Business Name Provided,170 Jenny Ln ,Spout Spring,24593,Residential
2,11,"Tnt Outfitters, Llc",Tnt Outfitters,147 Dove Ln,Spout Spring,24593,Business
1,83,"Visions Realized 20k Logistic, Llc",No Business Name Provided,10030 Chatham Road,Vernon Hill,24597,Residential
1,185,Wal-Mart Stores East Lp,Walmart #1763,4001 College Ave,Bluefield,24605,Business
1,185,"Wrobel, Kenneth Edward",No Business Name Provided,664 Hale St,Bluefield,24605,Residential
1,185,East River Auction Company Llc,East River Auction Co,2065 Virginia Avenue,Bluefield,24605,Business
2,185,Rudys Inc,Rudys,739 Virginia Ave,Bluefield,24605,Business
7,185,Tactical Armory Group Llc,Tag Arms,308 Brierwood Dr,Bluefield,24605,Business
8,185,Phoenix Munitions Supply Usa Corp,Phoenix Ms Usa,377 Camelot Drive,Bluefield,24605,Business
1,185,Ultra Precision Llc,No Business Name Provided,268 Matney Road,Cedar Bluff,24609,Residential
1,185,Brock Enterprises Of Va Llc,Clinch Mountain Rifleworks,426 College Estates Rd,Cedar Bluff,24609,Business
6,185,Ultra Precision Llc,No Business Name Provided,268 Matney Road,Cedar Bluff,24609,Residential
1,167,Triggerz Llc,No Business Name Provided,610 Ratcliff Lane,Cedar Bluff,246090000,Residential
1,185,"Nelson, Rodney Keith",No Business Name Provided,1952 Bandy Rd,Cedar Bluff,246090000,Residential
2,185,Silver Spur Supply Inc,Silver Spur,6201 Governor Gc Peery Hwy,Doran,24612,Business
1,27,Rockridge Arms Llc,No Business Name Provided,24505 Riverside Drive,Grundy,24614,Residential
1,27,Tim Ivy Boutique Gifts Inc,No Business Name Provided,1143 Plaza Dr,Grundy,24614,Residential
1,27,Grundy Enterprises Llc,No Business Name Provided,1142 Riverview St,Grundy,24614,Residential
1,27,"Street, Judy N Successor For Street, James Hiram",Service Firearms & Ammo,1103 Plaza Drive Suite G,Grundy,24614,Business
1,27,"Wal-Mart Stores East, Lp",Walmart #3303,1179 Riverview St,Grundy,24614,Business
1,27,"Blankenship, Mitchell",Mitchell's Taxidermy,10173 D Hurley Rd,Hurley,24620,Business
6,27,"Blankenship, Mitchell",Mitchell's Taxidermy,101730 D Hurley Rd,Hurley,24620,Business
1,185,"Doak, James Robert Vi",No Business Name Provided,237 Smith St,North Tazewell,24630,Residential
2,185,Mountain Ridge Gun & Pawn Llc,No Business Name Provided,31204 Gov Gc Peery Hwy,North Tazewell,24630,Residential
1,27,"Bradley, James M",No Business Name Provided,1072 Pondview Road,Oakwood,24631,Residential
1,27,"Cochran, Charles Darrell",Darrells Gun Rack,10500 Riverside Dr,Oakwood,246310000,Business
1,185,Wal-Mart Stores East Lp,Wal-Mart Supercenter #2761,13320 G C Peery Hwy,Pounding Mill,24637,Business
1,185,Trader Jerrys Inc,Trader Jerrys,182 Clay Street,Pounding Mill,24637,Business
1,185,"Roberts, Eura Dennis",No Business Name Provided,361 Pond Street,Pounding Mill,24637,Residential
